"CIPCode2010","CIPTitle2010","Action","Text change","CIPCode2020","CIPTitle2020"
="45.0202","Physical and Biological Anthropology.","No substantive changes",no,="45.0202","Physical and Biological Anthropology."
="45.0203","Medical Anthropology.","No substantive changes",no,="45.0203","Medical Anthropology."
="45.0204","Cultural Anthropology.","No substantive changes",no,="45.0204","Cultural Anthropology."
"","","New",no,="45.0205","Forensic Anthropology."
="45.0299","Anthropology, Other.","No substantive changes",no,="45.0299","Anthropology, Other."
="45.03","Archeology.","No substantive changes",no,="45.03","Archeology."
="45.0301","Archeology.","No substantive changes",no,="45.0301","Archeology."
="45.04","Criminology.","No substantive changes",no,="45.04","Criminology."
="45.0401","Criminology.","No substantive changes",no,="45.0401","Criminology."
="45.05","Demography and Population Studies.","No substantive changes",yes,="45.05","Demography."
="45.0501","Demography and Population Studies.","No substantive changes",no,="45.0501","Demography and Population Studies."
"","","New",no,="45.0502","Applied Demography."
"","","New",no,="45.0599","Demography, Other."
="45.06","Economics.","No substantive changes",no,="45.06","Economics."
="45.0601","Economics, General.","No substantive changes",no,="45.0601","Economics, General."
="45.0602","Applied Economics.","No substantive changes",no,="45.0602","Applied Economics."
="45.0603","Econometrics and Quantitative Economics.","No substantive changes",no,="45.0603","Econometrics and Quantitative Economics."
="45.0604","Development Economics and International Development.","No substantive changes",no,="45.0604","Development Economics and International Development."
="45.0605","International Economics.","No substantive changes",no,="45.0605","International Economics."
="45.0699","Economics, Other.","No substantive changes",no,="45.0699","Economics, Other."
="45.07","Geography and Cartography.","No substantive changes",no,="45.07","Geography and Cartography."
="45.0701","Geography.","No substantive changes",no,="45.0701","Geography."
="45.0702","Geographic Information Science and Cartography.","No substantive changes",no,="45.0702","Geographic Information Science and Cartography."
="45.0799","Geography, Other.","No substantive changes",no,="45.0799","Geography, Other."
="45.09","International Relations and National Security Studies.","No substantive changes",no,="45.09","International Relations and National Security Studies."
="45.0901","International Relations and Affairs.","No substantive changes",no,="45.0901","International Relations and Affairs."
="45.0902","National Security Policy Studies.","No substantive changes",no,="45.0902","National Security Policy Studies."
="45.0999","International Relations and National Security Studies, Other.","No substantive changes",no,="45.0999","International Relations and National Security Studies, Other."
="45.10","Political Science and Government.","No substantive changes",no,="45.10","Political Science and Government."
="45.1001","Political Science and Government, General.","No substantive changes",no,="45.1001","Political Science and Government, General."
="45.1002","American Government and Politics (United States).","No substantive changes",no,="45.1002","American Government and Politics (United States)."
="45.1003","Canadian Government and Politics.","No substantive changes",no,="45.1003","Canadian Government and Politics."
="45.1004","Political Economy.","No substantive changes",no,="45.1004","Political Economy."
="45.1099","Political Science and Government, Other.","No substantive changes",no,="45.1099","Political Science and Government, Other."
="45.11","Sociology.","No substantive changes",no,="45.11","Sociology."
="45.1101","Sociology.","No substantive changes",yes,="45.1101","Sociology, General."
"","","New",no,="45.1102","Applied/Public Sociology."
"","","New",no,="45.1199","Sociology, Other."
="45.12","Urban Studies/Affairs.","No substantive changes",no,="45.12","Urban Studies/Affairs."
="45.1201","Urban Studies/Affairs.","No substantive changes",no,="45.1201","Urban Studies/Affairs."
="45.13","Sociology and Anthropology.","No substantive changes",no,="45.13","Sociology and Anthropology."
="45.1301","Sociology and Anthropology.","No substantive changes",no,="45.1301","Sociology and Anthropology."
="45.14","Rural Sociology.","Deleted",no,="45.14","Deleted, report under 45.1103"
="45.1401","Rural Sociology.","Moved to",no,="45.1103","Rural Sociology."
"","","New",no,="45.15","Geography and Anthropology."
"","","New",no,="45.1501","Geography and Anthropology."
="45.99","Social Sciences, Other.","No substantive changes",no,="45.99","Social Sciences, Other."
="45.9999","Social Sciences, Other.","No substantive changes",no,="45.9999","Social Sciences, Other."
="46","CONSTRUCTION TRADES.","No substantive changes",no,="46","CONSTRUCTION TRADES."
="46.00","Construction Trades, General.","No substantive changes",no,="46.00","Construction Trades, General."
="46.0000","Construction Trades, General.","No substantive changes",no,="46.0000","Construction Trades, General."
="46.01","Mason/Masonry.","No substantive changes",no,="46.01","Mason/Masonry."
="46.0101","Mason/Masonry.","No substantive changes",no,="46.0101","Mason/Masonry."
="46.02","Carpenters.","No substantive changes",no,="46.02","Carpenters."
="46.0201","Carpentry/Carpenter.","No substantive changes",no,="46.0201","Carpentry/Carpenter."
="46.03","Electrical and Power Transmission Installers.","No substantive changes",no,="46.03","Electrical and Power Transmission Installers."
="46.0301","Electrical and Power Transmission Installation/Installer, General.","No substantive changes",no,="46.0301","Electrical and Power Transmission Installation/Installer, General."
="46.0302","Electrician.","No substantive changes",no,="46.0302","Electrician."
="46.0303","Lineworker.","No substantive changes",no,="46.0303","Lineworker."
="46.0399","Electrical and Power Transmission Installers, Other.","No substantive changes",no,="46.0399","Electrical and Power Transmission Installers, Other."
="46.04","Building/Construction Finishing, Management, and Inspection.","No substantive changes",no,="46.04","Building/Construction Finishing, Management, and Inspection."
="46.0401","Building/Property Maintenance.","No substantive changes",no,="46.0401","Building/Property Maintenance."
="46.0402","Concrete Finishing/Concrete Finisher.","No substantive changes",no,="46.0402","Concrete Finishing/Concrete Finisher."
="46.0403","Building/Home/Construction Inspection/Inspector.","No substantive changes",no,="46.0403","Building/Home/Construction Inspection/Inspector."
="46.0404","Drywall Installation/Drywaller.","No substantive changes",no,="46.0404","Drywall Installation/Drywaller."
="46.0406","Glazier.","No substantive changes",no,="46.0406","Glazier."
="46.0408","Painting/Painter and Wall Coverer.","No substantive changes",no,="46.0408","Painting/Painter and Wall Coverer."
="46.0410","Roofer.","No substantive changes",no,="46.0410","Roofer."
="46.0411","Metal Building Assembly/Assembler.","No substantive changes",no,="46.0411","Metal Building Assembly/Assembler."
="46.0412","Building/Construction Site Management/Manager.","No substantive changes",no,="46.0412","Building/Construction Site Management/Manager."
="46.0413","Carpet, Floor, and Tile Worker.","No substantive changes",no,="46.0413","Carpet, Floor, and Tile Worker."
="46.0414","Insulator.","No substantive changes",no,="46.0414","Insulator."
="46.0415","Building Construction Technology.","No substantive changes",yes,="46.0415","Building Construction Technology/Technician."
="46.0499","Building/Construction Finishing, Management, and Inspection, Other.","No substantive changes",no,="46.0499","Building/Construction Finishing, Management, and Inspection, Other."
="46.05","Plumbing and Related Water Supply Services.","No substantive changes",no,="46.05","Plumbing and Related Water Supply Services."
="46.0502","Pipefitting/Pipefitter and Sprinkler Fitter.","No substantive changes",no,="46.0502","Pipefitting/Pipefitter and Sprinkler Fitter."
="46.0503","Plumbing Technology/Plumber.","No substantive changes",no,="46.0503","Plumbing Technology/Plumber."
="46.0504","Well Drilling/Driller.","No substantive changes",no,="46.0504","Well Drilling/Driller."
="46.0505","Blasting/Blaster.","No substantive changes",no,="46.0505","Blasting/Blaster."
="46.0599","Plumbing and Related Water Supply Services, Other.","No substantive changes",no,="46.0599","Plumbing and Related Water Supply Services, Other."
="46.99","Construction Trades, Other.","No substantive changes",no,="46.99","Construction Trades, Other."
="46.9999","Construction Trades, Other.","No substantive changes",no,="46.9999","Construction Trades, Other."
="47","MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS.","No substantive changes",no,="47","MECHANIC AND REPAIR TECHNOLOGIES/TECHNICIANS."
="47.00","Mechanics and Repairers, General.","No substantive changes",no,="47.00","Mechanics and Repairers, General."
="47.0000","Mechanics and Repairers, General.","No substantive changes",no,="47.0000","Mechanics and Repairers, General."
="47.01","Electrical/Electronics Maintenance and Repair Technology.","No substantive changes",yes,="47.01","Electrical/Electronics Maintenance and Repair Technologies/Technicians."
="47.0101","Electrical/Electronics Equipment Installation and Repair, General.","No substantive changes",yes,="47.0101","Electrical/Electronics Equipment Installation and Repair Technology/Technician, General."
="47.0102","Business Machine Repair.","No substantive changes",no,="47.0102","Business Machine Repair."
="47.0103","Communications Systems Installation and Repair Technology.","No substantive changes",yes,="47.0103","Communications Systems Installation and Repair Technology/Technician."
="47.0104","Computer Installation and Repair Technology/Technician.","No substantive changes",no,="47.0104","Computer Installation and Repair Technology/Technician."
="47.0105","Industrial Electronics Technology/Technician.","No substantive changes",no,="47.0105","Industrial Electronics Technology/Technician."
="47.0106","Appliance Installation and Repair Technology/Technician.","No substantive changes",no,="47.0106","Appliance Installation and Repair Technology/Technician."
="47.0110","Security System Installation, Repair, and Inspection Technology/Technician.","No substantive changes",no,="47.0110","Security System Installation, Repair, and Inspection Technology/Technician."
="47.0199","Electrical/Electronics Maintenance and Repair Technology, Other.","No substantive changes",yes,="47.0199","Electrical/Electronics Maintenance and Repair Technologies/Technicians, Other."
="47.02","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR).","No substantive changes",no,="47.02","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician (HAC, HACR, HVAC, HVACR)."
="47.0201","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician.","No substantive changes",no,="47.0201","Heating, Air Conditioning, Ventilation and Refrigeration Maintenance Technology/Technician."
="47.03","Heavy/Industrial Equipment Maintenance Technologies.","No substantive changes",yes,="47.03","Heavy/Industrial Equipment Maintenance Technologies/Technicians."
="47.0302","Heavy Equipment Maintenance Technology/Technician.","No substantive changes",no,="47.0302","Heavy Equipment Maintenance Technology/Technician."
